code,nombre_cientifico,nombre_comun,familia,subfamilia,genero,orden,region,localidad_especifica,gps,calidad,sexo,precio,size_range
NY-364,Prepona (Archeoprepona) demophon muson,null,Nymphalidae Doxocopa-Preponas,null,Prepona (Archeoprepona),Lepidoptera,Peru,null,null,A1,3M,9.75,8.5 cm
NY-365,Prepona (Archeoprepona) demophon muson,null,Nymphalidae Doxocopa-Preponas,null,Prepona (Archeoprepona),Lepidoptera,Peru,null,null,A1,F,15.00,8.5-9.0 cm
NY-366,Prepona (Archeoprepona) demophon niklasi (Ecuador),null,Nymphalidae Doxocopa-Preponas,null,Prepona (Archeoprepona),Lepidoptera,Ecuador,null,null,A1,M,5.00,8.5 cm
NY-367,Prepona (Archeoprepona) demophoon ssp?,null,Nymphalidae Doxocopa-Preponas,null,Prepona (Archeoprepona),Lepidoptera,Peru,"Satipo, Peru",null,A1,F,18.00,10-11.0 cm
NY-368,Prepona (Archeoprepona) licomedes,null,Nymphalidae Doxocopa-Preponas,null,Prepona (Archeoprepona),Lepidoptera,Peru,null,null,A1,M,6.00,8.0 cm
NY-369,Prepona (Archeoprepona) licomedes (Ecuador),null,Nymphalidae Doxocopa-Preponas,null,Prepona (Archeoprepona),Lepidoptera,Ecuador,null,null,A1,M,6.00,8-8.5 cm
NY-370,Prepona (Archeoprepona) meander megabates,null,Nymphalidae Doxocopa-Preponas,null,Prepona (Archeoprepona),Lepidoptera,Peru,null,null,A1,M,7.00,7-8.0 cm
NY-371,Prepona (Archeoprepona) meander megabates,null,Nymphalidae Doxocopa-Preponas,null,Prepona (Archeoprepona),Lepidoptera,Peru,null,null,A1,3M,18.00,7-8.0 cm
NY-372,Prepona (Archeoprepona) phaedra,null,Nymphalidae Doxocopa-Preponas,null,Prepona (Archeoprepona),Lepidoptera,Costa Rica,null,null,A1,M,15.00,8-9.0 cm
NY-373,Prepona (Archeoprepona/Norepa) chromus,null,Nymphalidae Doxocopa-Preponas,null,Prepona (Archeoprepona),Lepidoptera,Peru,null,null,A1,M,7.00,7.5 cm
NY-374,Prepona (Archeoprepona/Norepa) chromus,null,Nymphalidae Doxocopa-Preponas,null,Prepona (Archeoprepona),Lepidoptera,Peru,null,null,A1,3M,18.00,7.5 cm
NY-375,Prepona deiphile brooksiana,null,Nymphalidae Doxocopa-Preponas,null,Prepona,Lepidoptera,Mexico,null,null,A1/A1-,F,60.00,9.0 cm
NY-376,Prepona deiphile brooksiana,null,Nymphalidae Doxocopa-Preponas,null,Prepona,Lepidoptera,Mexico,null,null,A1-,F,40.00,9.0 cm
NY-377,Prepona dexamenes,null,Nymphalidae Doxocopa-Preponas,null,Prepona,Lepidoptera,Peru,null,null,A1,M,0.00,7.0 cm
NY-378,Prepona dexamenes,null,Nymphalidae Doxocopa-Preponas,null,Prepona,Lepidoptera,Peru,null,null,A1,3M,0.00,7.0 cm
NY-379,Prepona eugenes,null,Nymphalidae Doxocopa-Preponas,null,Prepona,Lepidoptera,Peru,null,null,A1,M,5.00,8.0 cm
NY-380,Prepona eugenes,null,Nymphalidae Doxocopa-Preponas,null,Prepona,Lepidoptera,Peru,null,null,A1,3M,5.00,8.0 cm
NY-381,Prepona laertes,null,Nymphalidae Doxocopa-Preponas,null,Prepona,Lepidoptera,Peru,null,null,A1 K,3M,5.00,8.0 cm
NY-382,Prepona laertes,null,Nymphalidae Doxocopa-Preponas,null,Prepona,Lepidoptera,Peru,null,null,A1,M,0.00,8.0 cm
NY-383,Prepona laertes,null,Nymphalidae Doxocopa-Preponas,null,Prepona,Lepidoptera,Peru,null,null,A1,F,15.00,8.0 cm
NY-384,Prepona laertes (Brazil),null,Nymphalidae Doxocopa-Preponas,null,Prepona,Lepidoptera,Brazil,null,null,A1,M,10.00,8.0 cm
NY-385,Prepona laertes octavia (=omphale octavia),null,Nymphalidae Doxocopa-Preponas,null,Prepona,Lepidoptera,Costa Rica,null,null,A1,P,25.00,7.5 cm
NY-386,Prepona laertes octavia (=omphale octavia),null,Nymphalidae Doxocopa-Preponas,null,Prepona,Lepidoptera,Costa Rica,null,null,A1,F,10.00,7.5 cm
NY-387,Prepona laertes octavia (=omphale octavia),null,Nymphalidae Doxocopa-Preponas,null,Prepona,Lepidoptera,Costa Rica,null,null,A1 O,M,30.00,7.5 cm
NY-388,Prepona pheridamas (Ecuador),null,Nymphalidae Doxocopa-Preponas,null,Prepona,Lepidoptera,Ecuador,null,null,A1,M,5.00,9.0 cm
NY-389,"Prepona praeneste (Dept San Martin, N. Peru)",null,Nymphalidae Doxocopa-Preponas,null,Prepona,Lepidoptera,Peru,"Dept San Martin, N. Peru",null,A1/A1-,M,45.00,8.0 cm
NY-390,Prepona praeneste confusa,null,Nymphalidae Doxocopa-Preponas,null,Prepona,Lepidoptera,Peru,"Satipo, Peru",null,A1/A1-,M,40.00,8.0 cm
NY-391,Prepona praeneste confusa,null,Nymphalidae Doxocopa-Preponas,null,Prepona,Lepidoptera,Peru,"Satipo, Peru",null,A1,3M,120.00,8.0 cm
NY-392,Prepona praeneste confusa,null,Nymphalidae Doxocopa-Preponas,null,Prepona,Lepidoptera,Peru,"Satipo, Peru",null,A1,M,50.00,8.0 cm
NY-393,Prepona praeneste confusa,null,Nymphalidae Doxocopa-Preponas,null,Prepona,Lepidoptera,Peru,"Satipo, Peru",null,A1,F,200.00,8-9.0 cm
NY-394,Prepona praeneste praenestina (= ssp abrupta?),null,Nymphalidae Doxocopa-Preponas,null,Prepona,Lepidoptera,Peru,"Tingo Maria, Peru",null,A1,M,90.00,8.0 cm
NY-395,Prepona pyrene proschion,null,Nymphalidae Doxocopa-Preponas,null,Prepona,Lepidoptera,Brazil,null,null,A1,M,50.00,8.0 cm
NY-396,Prepona sub-omphale pseudoomphale,null,Nymphalidae Doxocopa-Preponas,null,Prepona,Lepidoptera,Peru,null,null,A1,M,28.00,8.0 cm
NY-397,Prepona werneri,null,Nymphalidae Doxocopa-Preponas,null,Prepona,Lepidoptera,Colombia/Ecuador,null,null,A1,M,225.00,8.0 cm
