familia,species_name,genero,especie,locality
Noctuidae,Ascalapha odorata,Ascalapha,odorata,Neotropical
Noctuidae,Eudocima colubra,Eudocima,colubra,Neotropical
Noctuidae,Eudocima procus,Eudocima,procus,Neotropical
Noctuidae,Letis scops,Letis,scops,Neotropical
Noctuidae,Rachesa breteuili,Rachesa,breteuili,Neotropical
Noctuidae,Syssphinx molina,Syssphinx,molina,Neotropical
Noctuidae,Thysania agrippina,Thysania,agrippina,Neotropical
Noctuidae,Thysania zenobia,Thysania,zenobia,Neotropical
